"","course_dept","full_term","college","teach_ge_n","teach_ge_fte","mean_credit","total_credit"
"54","Educational Methodology, Policy, & Leadership",201603,"College of Education",54,0.45,14.2962962962963,772
"55","English",201601,"College of Arts & Sciences",174,0.49,39.4655172413793,6867
"56","English",201602,"College of Arts & Sciences",174,0.49,38.6149425287356,6719
"57","English",201603,"College of Arts & Sciences",160,0.49,38.11875,6099
"58","Environmental Studies",201601,"College of Arts & Sciences",23,0.45,46.9130434782609,1079
"59","Environmental Studies",201602,"College of Arts & Sciences",25,0.4,17.52,438
"60","Environmental Studies",201603,"College of Arts & Sciences",23,0.45,11.4347826086957,263
"61","Folklore",201601,"College of Arts & Sciences",13,0.48,15.3076923076923,199
"62","Folklore",201602,"College of Arts & Sciences",15,0.49,12.2,183
"63","Folklore",201603,"College of Arts & Sciences",12,0.49,8.41666666666667,101
"64","Geography",201601,"College of Arts & Sciences",34,0.4,29.3529411764706,998
"65","Geography",201602,"College of Arts & Sciences",39,0.4,24.2564102564103,946
"66","Geography",201603,"College of Arts & Sciences",36,0.4,13,468
"67","Historic Preservation",201601,"College of Design",15,0.4,13,195
"68","Historic Preservation",201602,"College of Design",13,0.2,15.6153846153846,203
"69","Historic Preservation",201603,"College of Design",13,0.2,16.0769230769231,209
"70","History",201601,"College of Arts & Sciences",50,0.4,37.58,1879
"71","History",201602,"College of Arts & Sciences",57,0.4,42.8771929824561,2444
"72","History",201603,"College of Arts & Sciences",46,0.4,43.5869565217391,2005
"73","Human Physiology",201601,"College of Arts & Sciences",47,0.49,25.1063829787234,1180
"74","Human Physiology",201602,"College of Arts & Sciences",40,0.49,26.725,1069
"75","Human Physiology",201603,"College of Arts & Sciences",42,0.49,14.6190476190476,614
"76","Interior Architecture",201601,"College of Design",16,0.4,28.125,450
"77","Interior Architecture",201602,"College of Design",15,0.4,20.3333333333333,305
"78","Interior Architecture",201603,"College of Design",19,0.4,26.1052631578947,496
"79","International Studies",201601,"College of Arts & Sciences",35,0.4,31.6857142857143,1109
"80","International Studies",201602,"College of Arts & Sciences",24,0.4,25.0833333333333,602
"81","International Studies",201603,"College of Arts & Sciences",29,0.4,15.3448275862069,445
"82","Journalism",201601,"School of Journalism & Communication",138,0.49,50.3405797101449,6947
"83","Journalism",201602,"School of Journalism & Communication",137,0.4,56.9124087591241,7797
"84","Journalism",201603,"School of Journalism & Communication",140,0.4,42.7857142857143,5990
"85","Landscape Architecture",201601,"College of Design",37,0.2,20.4594594594595,757
"86","Landscape Architecture",201602,"College of Design",42,0.2,20.8571428571429,876
"87","Landscape Architecture",201603,"College of Design",36,0.2,18.7777777777778,676
"88","Law",201601,"School of Law",96,0.4,56.59375,5433
"89","Law",201602,"School of Law",117,0.4,46.6709401709402,5460.5
"90","Law",201603,"School of Law",3,0.4,190.666666666667,572
"91","Linguistics",201601,"College of Arts & Sciences",55,0.4,12.8181818181818,705
"92","Linguistics",201602,"College of Arts & Sciences",52,0.49,20.1153846153846,1046
"93","Linguistics",201603,"College of Arts & Sciences",50,0.4,19.06,953
"94","Mathematics",201601,"College of Arts & Sciences",156,0.49,57.5064102564103,8971
"95","Mathematics",201602,"College of Arts & Sciences",147,0.49,52.3945578231293,7702
"96","Mathematics",201603,"College of Arts & Sciences",124,0.49,48.0725806451613,5961
"97","Music",201601,"School of Music & Dance",374,0.3,14.6978609625668,5497
"98","Music",201602,"School of Music & Dance",375,0.3,11.0346666666667,4138
"99","Music",201603,"School of Music & Dance",359,0.3,15.0640668523677,5408
"100","Philosophy",201601,"College of Arts & Sciences",33,0.49,51.3333333333333,1694
"101","Philosophy",201602,"College of Arts & Sciences",38,0.45,35.2368421052632,1339
"102","Philosophy",201603,"College of Arts & Sciences",36,0.45,43.5,1566
"103","Physics",201601,"College of Arts & Sciences",65,0.4,52.2307692307692,3395
"104","Physics",201602,"College of Arts & Sciences",64,0.4,53.09375,3398
"105","Physics",201603,"College of Arts & Sciences",57,0.2,28.8245614035088,1643
"106","Political Science",201601,"College of Arts & Sciences",44,0.4,35.1363636363636,1546
"107","Political Science",201602,"College of Arts & Sciences",45,0.4,30.8666666666667,1389
"108","Political Science",201603,"College of Arts & Sciences",43,0.49,27.2325581395349,1171
"109","Psychology",201601,"College of Arts & Sciences",69,0.49,42.4057971014493,2926
"110","Psychology",201602,"College of Arts & Sciences",71,0.21,37,2627
"111","Psychology",201603,"College of Arts & Sciences",81,0.21,24.962962962963,2022
"112","Romance Languages",201601,"College of Arts & Sciences",167,0.49,24.6467065868263,4116
"113","Romance Languages",201602,"College of Arts & Sciences",167,0.49,20.7664670658683,3468
"114","Romance Languages",201603,"College of Arts & Sciences",156,0.49,16.8205128205128,2624
"115","Russian, East European, & Eurasian Studies",201601,"College of Arts & Sciences",16,0.49,11.25,180
"116","Russian, East European, & Eurasian Studies",201602,"College of Arts & Sciences",21,0.49,6.33333333333333,133
"117","Russian, East European, & Eurasian Studies",201603,"College of Arts & Sciences",15,0.49,9.4,141
"118","Sociology",201601,"College of Arts & Sciences",37,0.49,48.5135135135135,1795
"119","Sociology",201602,"College of Arts & Sciences",40,0.49,43.5,1740
"120","Sociology",201603,"College of Arts & Sciences",43,0.49,48.6744186046512,2093
"121","Special Education & Clinical Sciences",201601,"College of Education",84,0.4,23.9166666666667,2009
"122","Special Education & Clinical Sciences",201602,"College of Education",82,0.4,29.6219512195122,2429
"123","Special Education & Clinical Sciences",201603,"College of Education",82,0.4,28.5487804878049,2341
"124","Theatre Arts",201601,"College of Arts & Sciences",36,0.49,10.1944444444444,367
"125","Theatre Arts",201602,"College of Arts & Sciences",46,0.49,7.54347826086957,347
"126","Theatre Arts",201603,"College of Arts & Sciences",43,0.49,6.6046511627907,284
